Report generated on: 07-12-2024 00:35:57
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"INTL.3-1-POL-BCF.A","            Poland","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","145","154","148.46426","182.43729","172.655035","178.90579","177.104725","180.141815","180.74217","175.65681","184.48556","192.89053","197.022385","198.68219","210.653975","214.750515","212.45504","214.044215","203.90881","207.79346","215.315555","221.28379","223.75584","220.43623","215.28024","217.11662","NA","NA","","","","",""
"INTL.3-1-PRT-BCF.A","            Portugal","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-PRI-BCF.A","            Puerto Rico","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-QAT-BCF.A","            Qatar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","242","357.74","602.12","649.796","646.26","649.8","669.21925","837.31865","925.253","1034.7295","1311.95225","1237.79075","1345.5015","1414.36575","1711.71805","2034.144","2189.53","2705.129","3209.674405","3630.382","4611.07955","5297.81504","5757.227875","6014.8508","5860.700825","6000.93669","NA","NA","","","","",""
"INTL.3-1-REU-BCF.A","            Reunion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ie","ie","ie","ie","ie","ie","","ie","ie","ie","ie"
"INTL.3-1-ROU-BCF.A","            Romania","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1041","886","776.93","756.447","702.42","693.93","644.85","614.481","524.0746","509.59545","488.40645","505.0045","469.6895","434.3745","416.717","413.1855","449.2068","432.2556","403.2973","383.5209","395.17485","403.36793","403.50919","403.261985","395.528","402.591","NA","NA","","","","",""
"INTL.3-1-RUS-BCF.A","            Russia","--","--","--","--","--","--","--","--","--","--","--","--","23005.72","21814.08","21450.33","21005.36","20235.495","19257.2695","19914.1285","19952.975","19691.644","19578.636","20302.5935","21157.2165","21944.741","22225.49525","22771.112","22746.3915","23174","20589","22965.3445","23677.64805","23131.325","23590.42","22626.3205","22728.734","NA","NA","","","","",""
"INTL.3-1-RWA-BCF.A","            Rwanda","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-SHN-BCF.A","            Saint Helena","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-KNA-BCF.A","            Saint Kitts and Nevis","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-LCA-BCF.A","            Saint Lucia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-SPM-BCF.A","            Saint Pierre and Miquelon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-VCT-BCF.A","            Saint Vincent/Grenadines","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-WSM-BCF.A","            Samoa","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-STP-BCF.A","            Sao Tome and Principe","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-SEN-BCF.A","            Senegal","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0.7063","1.41","1.77","2.1189","1.4126","1.4126","1.4126","1.76575","1.76575","1.76575","1.76575","1.76575","1.76575","1.76575","1.76575","1.76575","1.76575","1.76575","1.4126","1.69512","2.1189","2.1189","2.18953","NA","NA","","","","",""
"INTL.3-1-SRB-BCF.A","            Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","8.82875","5.29725","7.063","9.8882","15.18545","21.8953","23.73168","23.66105","22.24845","22.24845","NA","NA","","","","",""
"INTL.3-1-SYC-BCF.A","            Seychelles","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-SLE-BCF.A","            Sierra Leone","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-SGP-BCF.A","            Singapore","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-SVK-BCF.A","            Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","8.934695","10.31198","12.01","11.08891","10.206035","9.1819","7.522095","6.109495","7.063","6.56859","7.20426","6.038865","5.22662","7.027685","5.08536","3.990595","4.061225","4.02591","4.59095","5.79166","4.838155","3.74339","3.496185","NA","NA","","","","",""
"INTL.3-1-SVN-BCF.A","            Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","0.57","0.7063","0.35","0.35","0.35","0.459095","0.317835","0","0","0","0.21189","0.176575","0.176575","0.14126","0.14126","0.105945","0.105945","0.105945","0.247205","0.07063","0.07063","0.105945","0.105945","0.105945","NA","NA","","","","",""
"INTL.3-1-SLB-BCF.A","            Solomon Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-SOM-BCF.A","            Somalia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-ZAF-BCF.A","            South Africa","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","44.4969","63.392","69.217","69.22","65.0098464183381","63.567","56.85715","55.0914","64.2733","80.16505","87.22805","86.52175","71.68945","65.6859","102.4135","54.03195","48.0284","37.4339","34.25555","45.2032","38.8465","41.6717","35.315","41.31855","NA","NA","","","","",""
"INTL.3-1-KOR-BCF.A","            South Korea","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.37498","15.46797","12.50151","7.663355","17.692815","19.105415","15.997695","15.39734","16.350845","11.37143","6.63922","NA","NA","","","","",""
"INTL.3-1-SSD-BCF.A","            South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-ESP-BCF.A","            Spain","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51","48","44.249695","23.16664","6.92174","14.83","16.633365","6.392015","4.061225","5.261935","5.72103","18.22254","19.034785","7.592725","12.64277","5.897605","2.577995","0.63567","0.600355","0.49441","1.801065","1.83638","2.154215","2.012955","0.84756","2.18953","NA","NA","","","","",""
"INTL.3-1-LKA-BCF.A","            Sri Lanka","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-SDN-BCF.A","            Sudan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-SUR-BCF.A","            Suriname","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-SWE-BCF.A","            Sweden","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-CHE-BCF.A","            Switzerland","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.141","0.105","0.105","0.07063","0.035315","0","0","0","0","0","0","0","0","0","0","0","0","0","0.105945","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-SYR-BCF.A","            Syria","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","133","158","192.121621621622","164.21475","167.75","155.03","204.1207","226.016","269.1003","278.2822","280.04795","251.79595","317.835","331.961","342.5555","296.646","305.47475","300.1775","296.646","287.11095","355.62205","392.34965","332.31415","273.69125","248.97075","218.953","NA","NA","","","","",""
"INTL.3-1-TWN-BCF.A","            Taiwan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","80","35.2354128","32","29.31","32.49","33.55","32.13665","32.84295","31.43035","31.43035","31.43035","30.01775","32.84295","29.31145","30.01775","28.252","15.18545","14.726355","12.7134","12.36025","10.5945","10.94765","14.726355","12.819345","12.748715","12.57214","NA","NA","","","","",""
"INTL.3-1-TJK-BCF.A","            Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","3.53","0","1.17","1.38","0.99","1.4126","2.1189","2.1189","1.4126","1.76575","0.7063","1.4126","1.377285","1.447915","1.27134","0.7063","1.05945","1.34197","1.447915","0.670985","0.529725","0.459095","0.42378","0.7063","NA","NA","","","","",""
"INTL.3-1-TZA-BCF.A","            Tanzania","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.6","14.7","18","19.0701","20.1","23.59042","27.89885","18.01065","20.83585","23.3079","19.7764","39.19965","NA","NA","","","","",""
"INTL.3-1-THA-BCF.A","            Thailand","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","229","285","285.2527314","342.90865","376.1","401.18","467.5706","571.04355","615.54045","677.3417","713.00985","715.83505","762.0977","833.78715","860.2734","925.253","934.78805","997.64875","1095.11815","1173.51745","1361.39325","1402.0055","1576.81475","1615.767195","1628.127445","1535.07242","NA","NA","","","","",""
"INTL.3-1-BHS-BCF.A","            The Bahamas","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-TLS-BCF.A","            Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","183.638","250.7365","287.81725","289.93615","262.7436","268.74715","274.39755","312.53775","303.709","347.85275","NA","NA","","","","",""
"INTL.3-1-TGO-BCF.A","            Togo","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-TON-BCF.A","            Tonga","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-TTO-BCF.A","            Trinidad and Tobago","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","295","298","263.383189665072","303","341.5","360.21","391.2902","413.53865","412.83235","500.0604","577.40025","614.12785","678.048","960.92115","1072.51655","1174.5769","1417.19095","1476.167","1465.5725","1515.0135","1575.7553","1531.2584","1507.9505","1584.9372","1537.68573","1481.287675","NA","NA","","","","",""
"INTL.3-1-TUN-BCF.A","            Tunisia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12","20.12955","32.13665","28.95","27.19","26.13","42.02485","74.8678","84.0497","84.0497","82.99025","93.58475","88.2875","105.945","109.4765","111.24225","113.008","72.0426","123.24935","97.4694","108.7702","107.71075","102.76665","102.4135","90.441715","87.404625","NA","NA","","","","",""
"INTL.3-1-TUR-BCF.A","            Turkiye","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8.016505","7.733985","7.592725","8.510915","9.32316","9.11127","9.46442","12.36025","23.73168","29.911805","27.157235","11.15954","13.49033","19.84703","24.332035","31.7835","32.06602","31.64224","36.056615","24.261405","24.190775","26.91003","22.31908","19.034785","16.9512","13.455015","NA","NA","","","","",""
"INTL.3-1-TKM-BCF.A","            Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","2020.01","2288.41","1257.21","1140.67","1306.66","900.5325","466.158","787.5245","1642.1475","1702.183","1889.3525","2087.1165","2068.39955","2224.845","2094.1795","2281.349","2334.3215","1261.4518","1500.8875","2193.0615","2380.231","2593.88675","2735.14675","2910.37978","NA","NA","","","","",""
"INTL.3-1-TCA-BCF.A","            Turks and Caicos Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-TUV-BCF.A","            Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA"
"INTL.3-1-USIQ-BCF.A","            U.S. Pacific Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"none","            U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-1-VIR-BCF.A","            U.S. Virgin Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-UGA-BCF.A","            Uganda","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-UKR-BCF.A","            Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","738.08","678.05","642.73","615.89","642.73","639.2015","639.2015","632.1385","635.67","642.733","649.796","688.6425","678.048","685.111","688.6425","688.6425","699.237","715.4819","699.237","699.237","699.237","720.426","709.8315","670.985","NA","NA","","","","",""
"INTL.3-1-GBR-BCF.A","            United Kingdom","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1754","2356","1964.467505","2586.117","2776.47","2949.16","3471.11135","3305.13085","3443.56565","3783.29595","4123.73255","4076.41045","3981.05995","3901.95435","3690.06435","3378.58605","3049.8034","2740.444","2655.688","2268.98875","2314.05069","1898.216565","1645.60837","1548.951215","1544.25432","1675.237655","NA","NA","","","","",""
"INTL.3-1-USA-BCF.A","            United States","21869.692","21587.453","20272.254","18659.046","20266.522","19606.699","19130.711","20140.2","20999.255","21074.425","21522.622","21750.107605","22132.249309","22725.642366","23580.705644","23743.628029","24113.535612","24212.676657","24108.127749","23822.711041","24173.875492","24500.778781","23941.278948","24118.978071","23969.678466","23456.821656","23535.018414","24663.655757","25636.256778","26056.893025","26816.085479","28479.025837","29542.313072","29522.55073","31405.381234","32914.647015","32591.577934","33292.112552","","","","",""
"INTL.3-1-URY-BCF.A","            Uruguay","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-UZB-BCF.A","            Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","1511.48","1589.18","1666.87","1695.12","1695.12","1737.498","1935.262","1963.514","1991.766","2228.3765","2037.6755","2029.941515","2113.9559","2107.95235","2215.6631","2302.149535","2387.294","2168.62352","2129.84765","2235.08635","2221.66665","2185.2922","2180.3481","2037.6755","NA","NA","","","","",""
"INTL.3-1-VUT-BCF.A","            Vanuatu","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
"INTL.3-1-VNM-BCF.A","            Vietnam","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.41","2.47","7.416","36.37","36.37","34.96","40.61225","17.6575","38.8465","47.67525","54.73825","58.26975","92.17215","113.008","123.6025","169.512","247.205","240.8483","278.9885","282.87315","330.19525","301.5901","329.1358","341.8492","359.85985","365.1571","NA","NA","","","","",""
"INTL.3-1-WAK-BCF.A","            Wake Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","","","","",""
